,Headline,Timestamp,result,ms_today,ms_tomorrow,normalized_headline
6316,Sensex ends higher; RBI keeps key interest rate unchanged,2017-07-06,True,1,0,sensex ends higher; rbi keeps key interest rate unchanged
6319,"Sensex ends marginally higher, Nifty above 9,650 after RBI policy outcome",2017-07-06,True,1,0,"sensex ends marginally higher, nifty above 9,650 after rbi policy outcome"
6380,"Sensex trades flat, Nifty below 9,650 ahead of RBI policy outcome",2017-07-06,True,1,0,"sensex trades flat, nifty below 9,650 ahead of rbi policy outcome"
6387,Sensex and Nifty up following optimistic monsoon forecasts,2017-07-06,True,1,0,sensex and nifty up following optimistic monsoon forecasts
6393,"Sensex, Nifty rise in line with Asia; RBI policy meeting outcome awaited",2017-07-06,True,1,0,"sensex, nifty rise in line with asia; rbi policy meeting outcome awaited"
6429,Morgan Stanley’s top bets to lift Sensex to 34K by June 2018,2017-07-06,True,1,0,morgan stanleys top bets to lift sensex to 34k by june 2018
6439,"Markets Live: Sensex, Nifty open higher, GAIL, M&M, Airtel top gainers",2017-07-06,True,1,0,"markets live: sensex, nifty open higher, gail, mm, airtel top gainers"
6443,"Sensex, Nifty start on a positive note ahead of RBI outcome; RCom slips 3%",2017-07-06,True,1,0,"sensex, nifty start on a positive note ahead of rbi outcome; rcom slips 3"
6517,"Sensex seen scaling 34,000 in a year’s time",2017-07-06,True,1,0,"sensex seen scaling 34,000 in a years time"
6641,"Sensex sheds 119 pts; Nifty slips below 9,650 ahead of RBI policy outcome",2017-06-06,True,0,1,"sensex sheds 119 pts; nifty slips below 9,650 ahead of rbi policy outcome"
6672,"Nifty slips after hitting 9,700 for the first time; Sensex down 100 points",2017-06-06,True,0,1,"nifty slips after hitting 9,700 for the first time; sensex down 100 points"
6701,"Nifty slips after hitting 9,700 for the first time; Sensex down 100 points",2017-06-06,True,0,1,"nifty slips after hitting 9,700 for the first time; sensex down 100 points"
6716,"We are bullish on India, see Sensex at 34000 in June '18: Jonathan Garner, Morgan Stanley",2017-06-06,True,0,1,"we are bullish on india, see sensex at 34000 in june '18: jonathan garner, morgan stanley"
6756,"Nifty scales 9,700-mark for first time, Sensex on record high",2017-06-06,True,0,1,"nifty scales 9,700-mark for first time, sensex on record high"
6773,"Markets Live: Sensex, Nifty continue rising spell, IT stocks gain",2017-06-06,True,0,1,"markets live: sensex, nifty continue rising spell, it stocks gain"
6777,"Nifty50 hits 9,700; Sensex above 31,300; TCS, SBI top gainers",2017-06-06,True,0,1,"nifty50 hits 9,700; sensex above 31,300; tcs, sbi top gainers"
6971,"Sensex, Nifty scale new peaks on GST preparedness ",2017-05-06,True,0,0,"sensex, nifty scale new peaks on gst preparedness "
6977,"Sensex, Nifty50 end at record high; TCS, Bajaj Auto up 2% each",2017-05-06,True,0,0,"sensex, nifty50 end at record high; tcs, bajaj auto up 2 each"
6990,Sensex at record closing highs; financials lead gains,2017-05-06,True,0,0,sensex at record closing highs; financials lead gains
6994,"Sensex, NIfty end at new highs for second straight session; TCS top gainer",2017-05-06,True,0,0,"sensex, nifty end at new highs for second straight session; tcs top gainer"
6995,"Sensex, Nifty end at fresh highs for 2nd straight session; TCS top gainer",2017-05-06,True,0,0,"sensex, nifty end at fresh highs for 2nd straight session; tcs top gainer"
7015,"Sensex, Nifty trade near all-time highs; Bajaj Auto top gainer",2017-05-06,True,0,0,"sensex, nifty trade near all-time highs; bajaj auto top gainer"
7016,"Sensex, Nifty trade near all-time highs; consumer durables up 6%",2017-05-06,True,0,0,"sensex, nifty trade near all-time highs; consumer durables up 6"
7029,"Sensex, Nifty trade near all-time highs; Bajaj Auto top gainer",2017-05-06,True,0,0,"sensex, nifty trade near all-time highs; bajaj auto top gainer"
7046,"Sensex, Nifty trade flat after hitting fresh highs; Bajaj Auto top gainer",2017-05-06,True,0,0,"sensex, nifty trade flat after hitting fresh highs; bajaj auto top gainer"
7066,"Markets extend gains; Sensex, Nifty hit fresh highs ahead of RBI policy",2017-05-06,True,0,0,"markets extend gains; sensex, nifty hit fresh highs ahead of rbi policy"
7090,Sensex rises as lenders rally; RCom gains on debt reprieve,2017-05-06,True,0,0,sensex rises as lenders rally; rcom gains on debt reprieve
7108,"Markets extend gains; Sensex, Nifty hit fresh highs ahead of RBI policy",2017-05-06,True,0,0,"markets extend gains; sensex, nifty hit fresh highs ahead of rbi policy"
7121,"Sensex trades flat, Nifty hovers around 9,650 ahead of RBI policy meet",2017-05-06,True,0,0,"sensex trades flat, nifty hovers around 9,650 ahead of rbi policy meet"
7137,"Sensex slips 41 points on profit-booking, mixed Asian cues ",2017-05-06,True,0,0,"sensex slips 41 points on profit-booking, mixed asian cues "
7139,"Sensex slips 41 points on profit-booking, mixed Asian cues ",2017-05-06,True,0,0,"sensex slips 41 points on profit-booking, mixed asian cues "
7154,"Sensex trades flat, Nifty hovers around 9,650 ahead of RBI policy meet",2017-05-06,True,0,0,"sensex trades flat, nifty hovers around 9,650 ahead of rbi policy meet"
7162,"Markets Live: Sensex, Nifty open lower, Titan shares up 11%",2017-05-06,True,0,0,"markets live: sensex, nifty open lower, titan shares up 11"
7166,"Sensex, Nifty start on a cautious note; Titan rallies 11%, Bajaj Auto 2%",2017-05-06,True,0,0,"sensex, nifty start on a cautious note; titan rallies 11, bajaj auto 2"
7171,"Sensex opens flat, Nifty slips below 9,650 ahead of RBI policy meet",2017-05-06,True,0,0,"sensex opens flat, nifty slips below 9,650 ahead of rbi policy meet"
7207,Don’t be fooled by new highs of Sensex,2017-05-06,True,0,0,dont be fooled by new highs of sensex
7543,"Sensex, Nifty hit new closing highs; post 4th weekly gain ",2017-02-06,True,1,0,"sensex, nifty hit new closing highs; post 4th weekly gain "
7571," Sensex, Nifty scale new peaks on global cues ",2017-02-06,True,1,0," sensex, nifty scale new peaks on global cues "
7573,"Dream run continues: Sensex, Nifty50 end at fresh record high",2017-02-06,True,1,0,"dream run continues: sensex, nifty50 end at fresh record high"
7578,"Sensex, Nifty post record closing high; clock fourth weekly gain",2017-02-06,True,1,0,"sensex, nifty post record closing high; clock fourth weekly gain"
7604,"Sensex, Nifty continue trading positive in noon deals; pharma stocks shine",2017-02-06,True,1,0,"sensex, nifty continue trading positive in noon deals; pharma stocks shine"
7623,"Sensex, Nifty continue trading positive in noon deals; pharma stocks shine",2017-02-06,True,1,0,"sensex, nifty continue trading positive in noon deals; pharma stocks shine"
7646,"As Sensex, Nifty scale new peaks, market rally looks unstoppable!",2017-02-06,True,1,0,"as sensex, nifty scale new peaks, market rally looks unstoppable"
7649,Sensex scales new peaks; Bharti Airtel leads,2017-02-06,True,1,0,sensex scales new peaks; bharti airtel leads
7687,"Sensex, Nifty hit lifetime highs ",2017-02-06,True,1,0,"sensex, nifty hit lifetime highs "
7695,These 60 stocks surged up to 190% when you stayed glued to Sensex,2017-02-06,True,1,0,these 60 stocks surged up to 190 when you stayed glued to sensex
7701,"Markets Live: Sensex, Nifty jump in opening trade",2017-02-06,True,1,0,"markets live: sensex, nifty jump in opening trade"
7706,"Sensex hits 31,300 for first time, Nifty@record high; Adani Ports top gainer",2017-02-06,True,1,0,"sensex hits 31,300 for first time, niftyrecord high; adani ports top gainer"
7716,"Markets open at record highs on positive global cues; Sensex hits 31,300",2017-02-06,True,1,0,"markets open at record highs on positive global cues; sensex hits 31,300"
7876,Sensex ends flat in cautious trade ,2017-01-06,True,0,0,sensex ends flat in cautious trade 
7894,"Sensex, Nifty50 end flat after choppy trade as tepid GDP growth weighs",2017-01-06,True,0,0,"sensex, nifty50 end flat after choppy trade as tepid gdp growth weighs"
7899,"Citi raises March 2018 Sensex target to 32,200",2017-01-06,True,0,0,"citi raises march 2018 sensex target to 32,200"
7902,Sensex finishes flat; investors await RBI policy decision,2017-01-06,True,0,0,sensex finishes flat; investors await rbi policy decision
7968,"Sensex shrugs off weak GDP data, investors wait for RBI decision",2017-01-06,True,0,0,"sensex shrugs off weak gdp data, investors wait for rbi decision"
7978,"Sensex, Nifty trade flat after slowdown in Q4 GDP growth; Smallcap up 1%",2017-01-06,True,0,0,"sensex, nifty trade flat after slowdown in q4 gdp growth; smallcap up 1"
7993,Sensex down 75 points on weak macroeconomic data ,2017-01-06,True,0,0,sensex down 75 points on weak macroeconomic data 
8006,"Sensex, Nifty trade flat after slowdown in Q4 GDP growth",2017-01-06,True,0,0,"sensex, nifty trade flat after slowdown in q4 gdp growth"
8024,"Sensex, Nifty trade flat after slowdown in Q4 GDP growth",2017-01-06,True,0,0,"sensex, nifty trade flat after slowdown in q4 gdp growth"
8027,"Markets Live: Sensex, Nifty fall, Airtel,  Pfizer shares rise in opening trade  ",2017-01-06,True,0,0,"markets live: sensex, nifty fall, airtel,  pfizer shares rise in opening trade  "
8030,"Sensex, Nifty negative on weak GDP numbers; Infosys, ICICI Bank, ONGC top losers",2017-01-06,True,0,0,"sensex, nifty negative on weak gdp numbers; infosys, icici bank, ongc top losers"
8034,"Sensex opens lower, Nifty holds above 9,600 as Q4 GDP misses estimates",2017-01-06,True,0,0,"sensex opens lower, nifty holds above 9,600 as q4 gdp misses estimates"
8143,"Sebi proposes to regulate index providers of Sensex, Nifty",2017-01-06,True,0,0,"sebi proposes to regulate index providers of sensex, nifty"
8242,"Sebi proposes to regulate index providers of Sensex, Nifty",2017-05-31,True,0,1,"sebi proposes to regulate index providers of sensex, nifty"
8262,"Sebi proposes to regulate index providers of Sensex, Nifty",2017-05-31,True,0,1,"sebi proposes to regulate index providers of sensex, nifty"
8288,"Sensex, Nifty end flat ahead of GDP numbers",2017-05-31,True,0,1,"sensex, nifty end flat ahead of gdp numbers"
8295,Sensex ends flat; GDP data awaited,2017-05-31,True,0,1,sensex ends flat; gdp data awaited
8340,"Sensex treads water, Nifty holds above 9,600; M&M top gainer",2017-05-31,True,0,1,"sensex treads water, nifty holds above 9,600; mm top gainer"
8355,Sensex falters after hitting record highs; investors await GDP data,2017-05-31,True,0,1,sensex falters after hitting record highs; investors await gdp data
8395,"Sensex hits another peak of 31,233; Nifty at 9,638 ",2017-05-31,True,0,1,"sensex hits another peak of 31,233; nifty at 9,638 "
8421,"Markets Live: Sensex, Nifty trade flat, M&M shares rise 3%",2017-05-31,True,0,1,"markets live: sensex, nifty trade flat, mm shares rise 3"
8429,"Sensex, Nifty50 start on a tepid note; M&M surges 4%",2017-05-31,True,0,1,"sensex, nifty50 start on a tepid note; mm surges 4"
8637,"Sensex, Nifty edge up to record closes; Aurobindo Pharma surges",2017-05-30,True,1,0,"sensex, nifty edge up to record closes; aurobindo pharma surges"
8640,"Sensex, Nifty extend record-breaking run; Aurobindo Pharma rallies 13%",2017-05-30,True,1,0,"sensex, nifty extend record-breaking run; aurobindo pharma rallies 13"
8715,Sensex pauses after record-setting run,2017-05-30,True,1,0,sensex pauses after record-setting run
8751,"Sensex off record-high, falls 41 points in early trade ",2017-05-30,True,1,0,"sensex off record-high, falls 41 points in early trade "
8766,"Markets Live: Sensex, Nifty trade flat, L&T shares up 2%",2017-05-30,True,1,0,"markets live: sensex, nifty trade flat, lt shares up 2"
8768,"Sensex back in green, Nifty regains 8,600; Smallcap index underpeforms",2017-05-30,True,1,0,"sensex back in green, nifty regains 8,600; smallcap index underpeforms"
8773,"Sensex, Nifty50 start on a cautious note; BHEL, BPCL top losers",2017-05-30,True,1,0,"sensex, nifty50 start on a cautious note; bhel, bpcl top losers"
8956,"Sensex, Nifty extend record-breaking run for third day",2017-05-29,True,1,1,"sensex, nifty extend record-breaking run for third day"
8966,"Sensex hits record high for 3rd straight day, Nifty50 tops 9,600",2017-05-29,True,1,1,"sensex hits record high for 3rd straight day, nifty50 tops 9,600"
8968,"Sensex, Nifty hit record closing highs; Reliance Communications falls",2017-05-29,True,1,1,"sensex, nifty hit record closing highs; reliance communications falls"
8979,"Sensex, Nifty end at fresh closing highs on negative market breadth",2017-05-29,True,1,1,"sensex, nifty end at fresh closing highs on negative market breadth"
8999,"Sensex, Nifty extend gains to hit fresh highs; broader market still down",2017-05-29,True,1,1,"sensex, nifty extend gains to hit fresh highs; broader market still down"
9008,"Sensex pares some gains to trade below day's high, Nifty holds above 9,600",2017-05-29,True,1,1,"sensex pares some gains to trade below day's high, nifty holds above 9,600"
9023,Sensex eases from record highs; Reliance Communications hits life low,2017-05-29,True,1,1,sensex eases from record highs; reliance communications hits life low
9070,Sensex slips from record on profit-booking ,2017-05-29,True,1,1,sensex slips from record on profit-booking 
9074,Sensex slips from record on profit-booking ,2017-05-29,True,1,1,sensex slips from record on profit-booking 
9093,Sun Pharma tanks 12% to hit its 52-week low; stock top Sensex loser,2017-05-29,True,1,1,sun pharma tanks 12 to hit its 52-week low; stock top sensex loser
9099,"Markets live: Sensex, Nifty rise, Sun Pharma shares fall 10%",2017-05-29,True,1,1,"markets live: sensex, nifty rise, sun pharma shares fall 10"
9102,"Sensex turns positive; Nifty50 hits record high; Sun Pharma, TechM crack over 10%",2017-05-29,True,1,1,"sensex turns positive; nifty50 hits record high; sun pharma, techm crack over 10"
9361,"Sensex week ahead: Market turning overbought, rangebound play ahead",2017-05-27,True,0,0,"sensex week ahead: market turning overbought, rangebound play ahead"
9384,"Sensex breaches 31,000-mark for the first time, Nifty touches 9,600",2017-05-27,True,0,0,"sensex breaches 31,000-mark for the first time, nifty touches 9,600"
9407,"Sensex breaches record 31,000-mark ",2017-05-26,True,1,0,"sensex breaches record 31,000-mark "
9428,"Sensex breaches 31,000-mark for the first time, Nifty touches 9,600",2017-05-26,True,1,0,"sensex breaches 31,000-mark for the first time, nifty touches 9,600"
9430,"Sensex breaches a record 31,000-mark ",2017-05-26,True,1,0,"sensex breaches a record 31,000-mark "
9436,"Sensex breaches 31,000-mark for the first time, Nifty crosses 9,600",2017-05-26,True,1,0,"sensex breaches 31,000-mark for the first time, nifty crosses 9,600"
9484,Sensex ends at new peak; Nifty closes at record level,2017-05-26,True,1,0,sensex ends at new peak; nifty closes at record level
9494,"Sensex ends above 31,000, sets record",2017-05-26,True,1,0,"sensex ends above 31,000, sets record"
9504,Sensex and Sachin Tendulkar share a secret bond; check it out,2017-05-26,True,1,0,sensex and sachin tendulkar share a secret bond; check it out
